cgid	median
cg19858214	0.306511948
cg23087153	0.523475038
cg04299200	0.65784227
cg01629716	0.27135853
cg26966828	0.420196928
cg17017189	0.336288732
cg17466857	0.154356774
cg01665555	0.230278374
cg21565960	0.645766612
cg24759348	0.607858967
cg08871964	0.195191897
cg14201424	0.710141638
cg13096007	0.110850263
cg09335713	0.430810126
cg27297441	0.394042568
cg12145907	0.532737012
cg19888509	0.403992531
cg13343687	0.406256693
cg26708220	0.525377912
cg10414985	0.307754053
cg04704531	0.544428211
cg09557462	0.462851001
cg08549335	0.425253107
cg21497990	0.524401346
cg06546806	0.086594792
cg19518104	0.532633506
cg13945749	0.762682939
cg01102073	0.582634202
cg24112562	0.423594806
cg10587183	0.462523247
cg03858673	0.29330482
cg16215422	0.300347467
cg27387705	0.902330494
cg06609094	0.579777988
cg07406191	0.503636715
cg26942432	0.72145081
cg10146929	0.275245437
cg00698204	0.372200008
cg25458175	0.147126259
cg20008148	0.330494652
cg16101008	0.619551491
cg16406967	0.570188988
cg06973595	0.072605235
cg21691367	0.317374025
cg00032912	0.74814177
cg01476568	0.127093325
cg25538415	0.539199465
cg16236270	0.684351329
cg15810758	0.263877257
cg14775296	0.511412781
cg23426945	0.419062364
cg16513459	0.477319218
cg06062378	0.546297639
cg19798702	0.439395303
cg10956848	0.829143812
cg05207834	0.110352145
cg02423318	0.136621677
cg10389262	0.68788233
cg10427452	0.211562003
cg20064139	0.682141167
cg11875044	0.610999857
cg01550716	0.277284791
cg05317090	0.357612195
cg26876974	0.15123784
cg03103218	0.236693134
cg17829746	0.571954181
cg15552158	0.283525625
cg14482968	0.480129653
cg09849405	0.168445103
cg01940181	0.318752603
cg00768993	0.178457298
cg04654299	0.515420789
cg17609158	0.214613018
cg24377694	0.674270329
cg05728019	0.172294209
cg07613752	0.362917695
cg01457778	0.514700657
cg19112186	0.462527804
cg03361164	0.412985604
cg00856041	0.374994139
cg06596654	0.200055103
cg25286482	0.488307532
cg02723558	0.657831775
cg05982460	0.927409379
cg16479539	0.109453846
cg21217423	0.36053464
cg07537739	0.414967555
cg00092518	0.263666092
cg26668129	0.444193179
cg07155223	0.153533902
cg10800464	0.140426651
cg17209188	0.546006911
cg17404449	0.719343169
cg02395917	0.650365441
cg04110886	0.899514314
cg20403938	0.341013434
cg11639815	0.424259446
cg19187831	0.261316543
cg04021697	0.094372403
cg05060949	0.122752982
cg19474047	0.353024319
cg25143990	0.149174558
cg09328979	0.471042574
cg26470798	0.47290597
cg06133145	0.583167024
cg05890377	0.443715184
cg07687354	0.451615775
cg10281002	0.284238123
cg07544796	0.417486969
cg18692070	0.323873323
cg04489012	0.146938654
cg15642673	0.650280752
cg12378888	0.173174786
cg00300794	0.525760012
cg09377823	0.841111117
cg23024136	0.198778309
cg04436383	0.576422945
cg23916896	0.625619391
cg20391567	0.519960715
cg00944631	0.552206084
cg07029873	0.218478705
cg11179081	0.247910646
cg21986027	0.657516155
cg27206295	0.472473579
cg00381745	0.564017072
cg00870269	0.751985315
cg00618312	0.722587555
cg05693331	0.389277821
cg11211563	0.735154301
cg21113740	0.372006746
cg15996480	0.227116424
cg03521774	0.507965722
cg00510718	0.600266844
cg16235582	0.465483564
cg20181887	0.617608763
cg21646955	0.523960287
cg22280475	0.327504849
cg07802350	0.183574714
cg25913520	0.208889616
cg14189391	0.920427433
cg27132471	0.423378092
cg07636194	0.141130239
cg24587601	0.624743717
cg03924566	0.241454213
cg05595191	0.722939634
cg22193912	0.274184851
cg24720688	0.320617413
cg12041387	0.363909064
cg22800743	0.505911358
cg24550112	0.418019607
cg08898155	0.352192624
cg14512563	0.317144175
cg17495087	0.167533216
cg19821361	0.308981464
cg03012726	0.193791875
cg27610821	0.256935605
cg22155376	0.910027928
cg08184792	0.068958371
cg04787024	0.10003474
cg05489292	0.638279836
cg18877525	0.663255871
cg25334934	0.685438533
cg02025737	0.61151134
cg04484550	0.546876358
cg15279308	0.496252777
cg06984848	0.438269422
cg09010107	0.613836939
cg19598416	0.255895709
cg03486485	0.263960933
cg04956511	0.6479516
cg14676272	0.860709202
cg06916001	0.418273371
cg07124687	0.202306764
cg17172308	0.112125508
cg07679948	0.791936844
cg09899173	0.124683036
cg10978355	0.123359121
cg19923238	0.78252485
cg05163329	0.435414936
cg17809748	0.439637023
cg17449954	0.266257988
cg16810279	0.587779142
cg12804791	0.217403096
cg22961457	0.179903471
cg13029400	0.303939186
cg04986899	0.539471681
cg11375458	0.416065034
cg08351100	0.501718175
cg03522971	0.925480431
cg06060522	0.583968131
cg24526103	0.496389101
cg15384383	0.229241004
cg06395298	0.567459747
cg06279276	0.166522185
cg13492692	0.364204731
cg24354581	0.31667728
cg00848374	0.459648162
cg04328477	0.467952123
cg27109600	0.36401534
cg09285851	0.594874598
cg06428620	0.32645451
cg07990390	0.746196147
cg16345114	0.667857688
cg03407747	0.326043185
cg11064034	0.163500035
cg16991515	0.179782141
cg24866923	0.519522693
cg06478504	0.533740696
cg04131969	0.452742599
cg06180910	0.564840343
cg11784799	0.466645768
cg03961510	0.763994861
cg26348348	0.169258654
cg17642369	0.285596019
cg00208274	0.581742722
cg18576957	0.56087169
cg06382344	0.049482613
cg12974388	0.038692066
cg19793499	0.641316358
cg11945507	0.606072322
cg19120717	0.23722699
cg17818471	0.716712246
cg14258623	0.217306865
cg04487296	0.496635803
cg24332783	0.723944179
cg17737409	0.680173263
cg11625005	0.376598744
cg02599498	0.504095919
cg26299044	0.440532374
cg19989295	0.399085899
cg08718098	0.693942059
cg13331196	0.191083473
cg24436715	0.674236753
cg06602086	0.380754524
cg25508319	0.53416485
cg12670347	0.449358171
cg18082788	0.194567545
cg09651522	0.543269679
cg20285974	0.891714439
cg13941978	0.60859339
cg13161113	0.649166419
cg15650509	0.095393738
cg20432211	0.308244606
cg09405635	0.540647241
cg08041408	0.826587057
cg10682155	0.073016648
cg12455762	0.398028582
cg14482313	0.255685897
cg10127554	0.669400428
cg11223933	0.370767997
cg15825116	0.188907882
cg14157435	0.605733103
cg02737268	0.545997166
cg15649236	0.574492362
cg13551535	0.908754421
cg12297590	0.335543382
cg03740978	0.065498059
cg06221449	0.621773366
cg26019295	0.631842858
cg12606911	0.406943965
cg06014958	0.32109759
cg26347197	0.547149987
cg00428457	0.722641186
cg01543184	0.350520119
cg14189142	0.892334387
cg15532640	0.564618941
cg14594187	0.090099879
cg04556126	0.592927029
cg16452866	0.878839739
cg25425140	0.597871683
cg00270625	0.520391815
cg10786876	0.871052334
cg16654610	0.655834876
cg09758420	0.289117837
cg05021643	0.430009134
cg12314682	0.843998676
cg00044796	0.164887462
cg18735956	0.315871169
cg17061156	0.876512908
cg07003587	0.325862591
cg13246235	0.174054309
cg10118513	0.047672649
cg23806894	0.322040173
cg08355260	0.396300476
cg17943647	0.595120521
cg03274456	0.60185679
cg24753662	0.15524994
cg09993145	0.627329123
cg08390877	0.309539912
cg06246357	0.269793272
cg10444255	0.579758357
cg23098068	0.593158152
cg23192403	0.679014029
cg00292073	0.9007356
cg16827475	0.119124375
cg15928680	0.594582261
cg11487526	0.070687312
cg24994127	0.357011256
cg11955878	0.504252847
cg23563014	0.395633504
cg09871315	0.586248473
cg06065125	0.118492034
cg08657654	0.490678397
cg00907288	0.162847208
cg04528477	0.282039919
cg20341836	0.396323853
cg11615607	0.818376755
cg05297854	0.154449577
cg07080653	0.36894693
cg05884870	0.448637907
cg17736443	0.08227882
cg09069072	0.573613257
cg23947326	0.147694992
cg08889009	0.329270499
cg02983911	0.625676925
cg18361098	0.243505445
cg01024444	0.382216925
cg22401835	0.824194625
cg00287974	0.2707743
cg19014335	0.366220614
cg20175702	0.23418825
cg18705773	0.12361289
cg08031151	0.13674847
cg01942558	0.375815953
cg13830619	0.753127202
cg26466587	0.187015331
cg01360054	0.296663788
cg17922359	0.245856906
cg03650946	0.476068855
cg16041686	0.26757523
cg23480730	0.429430396
cg19093370	0.434533677
cg13009608	0.36611812
cg01295339	0.145112874
cg21912060	0.444274566
cg01303372	0.331736649
cg25426815	0.252643922
cg15416643	0.340294958
cg05056638	0.466815382
cg17737681	0.194504009
cg02178763	0.302845555
cg22474464	0.046674685
cg09074856	0.393454227
cg01044293	0.667940272
cg17469359	0.513496244
cg01280881	0.534699851
cg07996594	0.48904942
cg20589862	0.377951751
cg12813394	0.66086382
cg12492345	0.190659829
cg10501210	0.858456343
cg22400059	0.599144924
cg19795556	0.503291733
cg01327202	0.453658907
cg18501555	0.340006467
cg02227188	0.463411006
cg01602153	0.279860447
cg24298539	0.734821972
cg16179125	0.077063906
cg13225830	0.714967419
cg14780466	0.480162905
cg07914866	0.306694704
cg23676302	0.624692252
cg26732615	0.656187058
cg22945413	0.512693347
cg03133735	0.58658546
cg24813176	0.256656223
cg20778600	0.436189228
cg21010202	0.862691042
cg21442271	0.630888646
cg21100077	0.394771289
cg14391419	0.654744663
cg16017089	0.249250965
cg18450582	0.529622841
cg16509851	0.143104107
cg10159630	0.57542526
cg00802903	0.42691252
cg26872028	0.360589702
cg00601042	0.228734131
cg22711676	0.241799322
cg25486143	0.110918693
cg25266629	0.09999473
cg23066280	0.235401042
cg27013526	0.576908029
cg13555354	0.307083791
cg05048976	0.256199141
cg18692149	0.103021181
cg12741994	0.325165368
cg08680048	0.064917375
cg07687131	0.133130734
cg21342910	0.118970212
cg10210594	0.144832989
cg15732840	0.809264663
cg26724949	0.222274414
cg08190928	0.330926046
cg13030790	0.523885929
cg17484733	0.520029663
cg22797031	0.88832351
cg14654468	0.434264553
cg01708273	0.416121429
cg02051771	0.306188268
cg24181266	0.170317472
cg07159758	0.703830986
cg18286501	0.089317481
cg06715136	0.570132527
cg09856068	0.113179519
cg19522511	0.69555943
cg16547579	0.30023926
cg14225031	0.42996608
cg05155840	0.214438691
cg16663419	0.738671052
cg04092800	0.447596466
cg15623175	0.353689378
cg02740007	0.345571699
cg08004073	0.566828273
cg01924952	0.646268279
cg16276063	0.244809525
cg10327440	0.461357346
cg01089319	0.358021218
cg24704287	0.200068827
cg05551825	0.290356952
cg15083233	0.338826329
cg15077193	0.459731621
cg04228935	0.285748909
cg26055747	0.549732763
cg26303165	0.166427779
cg10268509	0.674507447
cg03309253	0.135465045
cg06419732	0.270942878
cg23930856	0.054552688
cg27140058	0.233235981
cg12444411	0.611311092
cg03774463	0.416579767
cg02296931	0.329246455
cg00335715	0.401012109
cg06585708	0.196790763
cg04904385	0.599711253
cg06460587	0.692179381
cg26537478	0.318741283
cg14996220	0.156258243
cg01163842	0.059682565
cg12818596	0.250942019
cg22108469	0.383178176
cg27365701	0.17991499
cg13891768	0.555244181
cg01224520	0.400509527
cg00675891	0.542681754
cg13755873	0.345667274
cg06829686	0.233297802
cg21198550	0.244301208
cg15691862	0.55588338
cg06088745	0.563660127
cg07241084	0.205037506
cg26370729	0.146616229
cg13214190	0.611924238
cg25782229	0.287971411
cg12975230	0.051543059
cg19274341	0.481103957
cg10091866	0.496143639
cg17774559	0.276432253
cg09106231	0.544538973
cg24110050	0.186051542
cg19418458	0.531618022
cg14602530	0.583331525
cg02433266	0.4093978
cg16824643	0.499054456
cg20107996	0.725569087
cg26286839	0.401033641
cg16327891	0.325444878
cg04129469	0.464290462
cg17133045	0.455583659
cg11526413	0.821652391
cg07393734	0.184384239
cg03373714	0.658781942
cg18540674	0.203047331
cg26695758	0.838013959
cg25308354	0.92205574
cg22851420	0.388901579
cg07472199	0.789859249
cg14534144	0.757772352
cg23302570	0.303279061
cg17486860	0.184993765
cg06188545	0.500972398
cg14573833	0.64089571
cg06638795	0.642934836
cg17479716	0.623197361
cg01104724	0.248770088
cg21932416	0.469972684
cg03458172	0.390386463
cg10249224	0.529873286
cg23954787	0.383191695
cg27011480	0.099764878
cg06433467	0.253701271
cg04406111	0.634282874
cg20524271	0.072961726
cg12195238	0.345713495
cg07297896	0.470087197
cg18525352	0.172860892
cg01373444	0.681816916
cg06215569	0.188373977
cg15745284	0.835791948
cg23634124	0.20088837
cg03500965	0.539222396
cg04286194	0.600099818
cg20501518	0.210640612
cg15556943	0.297462113
cg26764761	0.558754169
cg12790874	0.183369792
cg23010507	0.67704309
cg04105511	0.610125822
cg00601836	0.589646692
cg14395444	0.535627081
cg03889013	0.251157763
cg09320190	0.338639213
cg25845367	0.291804208
cg15038286	0.370326334
cg12506930	0.210549531
cg17066349	0.452891928
cg14500486	0.673028707
cg06622151	0.318568625
cg22642485	0.532396347
cg15751452	0.220007362
cg08384314	0.075542711
cg02455706	0.652967601
cg02061820	0.230268694
cg02098752	0.21617786
cg03781931	0.521301057
cg24698211	0.337082342
cg00914726	0.49250865
cg12821804	0.312007224
cg12143789	0.147681796
cg04719903	0.089139549
cg21982455	0.466731997
cg13033578	0.553498006
cg22991320	0.361754723
cg01638225	0.91210695
cg12976081	0.425524459
cg00329300	0.391464222
cg08241360	0.542942389
cg09199014	0.666530587
cg18645642	0.590207478
cg12934366	0.36331465
cg17131553	0.635232723
cg12196045	0.454701202
cg08582485	0.306109677
cg21908110	0.513134266
cg04828133	0.083326343
cg14185918	0.370219038
cg00918522	0.410451861
cg24722950	0.553219602
cg02288088	0.219301846
cg07093324	0.523450442
cg13716585	0.63347076
cg13019491	0.248040251
cg07041999	0.16771139
cg16042259	0.411085165
cg10852861	0.51355313
cg26976208	0.641601403
cg04389398	0.612885385
cg23478547	0.709141769
cg15336243	0.3950988
cg16091952	0.69789003
cg09307788	0.509048037
cg12309653	0.50629892
cg03707308	0.371981646
cg17124224	0.123230582
cg19718309	0.147869571
cg14542554	0.651904401
cg23444004	0.94084131
cg09451457	0.243362163
cg14144305	0.531133158
cg14602220	0.736057275
cg26584545	0.431634138
cg12056017	0.657120209
cg16626067	0.323314544
cg10659805	0.670513754
cg19193931	0.442789972
cg25594736	0.515154428
cg19623418	0.285198242
cg02938601	0.259074563
cg00438740	0.768429325
cg02805665	0.589704624
cg03330490	0.601378742
cg21502476	0.487418488
cg21443699	0.531561628
cg23300486	0.929798661
cg08535474	0.354025516
cg17760405	0.241990009
cg17178900	0.821021959
cg11310863	0.511800337
cg16677019	0.554200765
cg16448058	0.202515962
cg21811204	0.728533892
cg10236452	0.071987313
cg25863289	0.591830989
cg17083323	0.244192235
cg14277925	0.279038613
cg00339682	0.370706106
cg22855860	0.260834075
cg13537353	0.3404527
cg06844526	0.483113419
cg19893473	0.605372515
cg09010067	0.883039438
cg21127079	0.706491803
cg01627823	0.142945028
cg17454263	0.456836346
cg14704669	0.620684491
cg02803819	0.586888982
cg13307782	0.691006016
cg10548163	0.603627942
cg08886823	0.431904301
cg10812186	0.271413762
cg08124030	0.41461212
cg24114556	0.44771055
cg17480077	0.328335462
cg24113818	0.559509485
cg10681804	0.860768632
cg07639376	0.539410541
cg10511890	0.831675087
cg01337391	0.46261737
cg08149193	0.392681743
cg25379954	0.53665609
cg18235734	0.185744515
cg25906442	0.400682459
cg00737571	0.178821334
cg02887841	0.137680929
cg18148349	0.697478122
cg27032146	0.237179866
cg23164183	0.068346645
cg14260073	0.232279602
cg08574915	0.556641741
cg02707176	0.69875577
cg01376826	0.326294267
cg09414535	0.579085981
cg00630724	0.081164313
cg04922015	0.809945914
cg10419295	0.829297285
cg18058747	0.1633855
cg01087463	0.44228529
cg25508679	0.198359414
cg14789818	0.510203371
cg14559259	0.21107026
cg11201447	0.459493221
cg03985727	0.243687337
cg26081974	0.506357529
cg22118524	0.143353187
cg14614643	0.550573463
cg16435779	0.320248206
cg17303756	0.080996457
cg17851657	0.141141782
cg09388140	0.311702476
cg05437476	0.717484978
cg04457979	0.220517693
cg14384158	0.42778785
cg15735417	0.583017971
cg00907810	0.709717055
cg06919440	0.301785672
cg26195178	0.195400543
cg15199678	0.303215708
cg17144149	0.564842369
cg08938793	0.35597744
cg24725522	0.322916132
cg18202521	0.294606628
cg16760130	0.767175181
cg16520685	0.452360726
cg22621867	0.099413557
cg21790626	0.062009989
cg14750948	0.397248729
cg07721569	0.185529672
cg19759481	0.34714342
cg21143896	0.593997389
cg14305278	0.249932786
cg16756243	0.443655089
cg26099834	0.339790896
cg00991994	0.555577078
cg12050271	0.241447304
cg16589299	0.146541483
cg02987928	0.290146483
cg21074766	0.695668097
cg14027288	0.364296485
cg11746813	0.1805097
cg01175020	0.292736455
cg14464551	0.832714277
cg26150922	0.679746991
cg13486532	0.161814806
cg16836311	0.24709874
cg07395354	0.274302988
cg21526778	0.841108079
cg02825887	0.396197294
cg00107982	0.138510874
cg03216043	0.477292328
cg04961582	0.520119557
cg23719318	0.069365766
cg23278418	0.562281237
cg19498960	0.32594434
cg02285791	0.463650834
cg18598117	0.406055747
cg26373733	0.148987904
cg11322797	0.560200102
cg09450024	0.293708597
cg03294458	0.47350154
cg12219325	0.242096324
cg13298147	0.591482414
cg08066129	0.403749101
cg09542210	0.126172744
cg08655953	0.57273902
cg05233946	0.445187029
cg08454053	0.215048354
cg15197135	0.563300746
cg02168584	0.436087393
cg19190593	0.549912388
cg03711485	0.378146796
cg27127903	0.534684234
cg11891395	0.177153667
cg19764370	0.726441271
cg14717557	0.440282356
cg04591032	0.14541616
cg19324940	0.212760867
cg26929700	0.545421024
cg05991492	0.560167489
cg08032924	0.220571003
cg27071152	0.23572661
cg21879102	0.353971702
cg27494226	0.494653066
cg26343001	0.751934417
cg15642854	0.281112764
cg16940012	0.520173755
cg09782540	0.492046647
cg01577475	0.452621082
cg05257202	0.607339049
cg17709804	0.302908487
cg23601397	0.310702958
cg19552640	0.508924208
cg09380805	0.421240552
cg15198235	0.20679681
cg03408619	0.564826727
cg16695576	0.450093351
cg06668065	0.74866369
cg18972885	0.421048618
cg21015470	0.492338563
cg00792424	0.25031073
cg23978242	0.356556526
cg21937377	0.791555852
cg06061257	0.417990487
cg22121557	0.44335785
cg12444736	0.671410176
cg04908380	0.446004228
cg18318878	0.263539279
cg05996795	0.123318841
cg17202519	0.468887104
cg19836199	0.468063815
cg06796779	0.552400092
cg16043651	0.368765849
cg21213593	0.243508539
cg01887995	0.308374169
cg09216670	0.373291381
cg08467103	0.226162335
cg13083037	0.780941524
cg11408395	0.866737871
cg03669782	0.274594302
cg25134306	0.417242541
cg11113469	0.541703404
cg23264547	0.531778106
cg21063722	0.157789746
cg08061598	0.412479368
cg10003032	0.248142655
cg22280238	0.656914283
cg11669516	0.495863318
cg21999939	0.122711489
cg26365847	0.709886566
cg26315984	0.415247148
cg06786372	0.617320462
cg12308746	0.332132334
cg04453124	0.638875388
cg05633070	0.923085621
cg03381704	0.481008049
cg00126148	0.304847029
cg25052456	0.227785319
cg08367801	0.514144772
cg04154027	0.294752457
cg10949007	0.217723229
cg21228424	0.732137214
cg08103988	0.409746111
cg09265054	0.791612259
cg07716408	0.572541417
cg27104173	0.769106698
cg00918181	0.403850665
cg26104752	0.090508295
cg08106706	0.406114884
cg19942083	0.33261976
cg21642103	0.398639058
cg12072262	0.729688687
cg23754320	0.530394928
cg25365934	0.197343647
cg06254440	0.334078532
cg16047279	0.59233689
cg00998124	0.411219167
cg11800620	0.384423664
cg22189786	0.473358756
cg12538674	0.438769074
cg02293118	0.108837266
cg01014615	0.46650749
cg06106599	0.438957777
cg10501093	0.459727666
cg17771031	0.197792569
cg12200038	0.079464606
cg20765408	0.322409002
cg09503596	0.271120163
cg00199007	0.282988678
cg04166294	0.639716788
cg06374962	0.332531478
cg00805880	0.671129662
cg11560600	0.440210877
cg16537224	0.606522242
cg12427162	0.618716983
cg09017928	0.416861929
cg25340966	0.364151248
cg27530186	0.664249028
cg07211140	0.115357631
cg00121876	0.514650463
cg01357135	0.48625375
cg18729298	0.260948866
cg05799507	0.12632223
cg11753158	0.29894072
cg10854819	0.522457254
cg20512711	0.402861013
cg26570179	0.150046684
cg07248223	0.69406993
cg00924004	0.148540943
cg27180868	0.444053826
cg09734394	0.286340941
cg16312002	0.661762838
cg02085507	0.390748425
cg24245601	0.648745443
cg18741404	0.279197293
cg24024036	0.83868855
cg00862376	0.150919637
cg15772924	0.302188065
cg01544903	0.078329202
cg22070991	0.31314826
cg00569276	0.773229749
cg04065086	0.422195726
cg14370520	0.520586148
cg01221209	0.780980366
cg03575666	0.413110115
cg20314548	0.606536852
cg02672332	0.707226261
cg13717446	0.146652764
cg04022561	0.334503819
cg17759252	0.675665174
cg19456540	0.128094484
cg06802630	0.627403458
cg01581084	0.721414386
cg01818776	0.582586175
cg21146184	0.21669991
cg03074188	0.611124816
cg11806439	0.83491922
cg24914355	0.241537183
cg01560873	0.520738791
cg17454831	0.137748177
cg17746570	0.428353863
cg07162000	0.58493683
cg08302302	0.549302634
cg14044640	0.084117925
cg17526103	0.323232471
cg06957447	0.460053369
cg16987900	0.338757666
cg23591463	0.226347752
cg22231101	0.617964332
cg18588323	0.360632194
cg17003260	0.246113166
cg09382096	0.164558831
cg10243459	0.946812894
cg23289079	0.800696731
cg07598052	0.357287475
cg16531209	0.493328064
cg01152056	0.197291244
cg13661519	0.654177761
cg07431286	0.599669029
cg18197377	0.607296407
cg09852127	0.306685933
cg00890363	0.407484722
cg26363759	0.319206895
cg07592723	0.424145897
cg07227033	0.519308728
cg23051392	0.374243352
cg05457730	0.318143797
cg26937434	0.669430183
cg15672768	0.503410334
cg22784386	0.446755704
cg08803500	0.062459228
cg06764239	0.186106259
cg05365735	0.641125153
cg24175580	0.900693473
cg25037335	0.706887904
cg21907579	0.449903702
cg09000583	0.035960751
cg13065507	0.314269519
cg19623012	0.223842446
cg08253651	0.223948639
cg03548415	0.529214396
cg03013917	0.551462145
cg17239876	0.788566696
cg05781968	0.135944241
cg02976355	0.332237243
cg15442737	0.399970555
cg06133205	0.534228671
cg26348995	0.811265339
cg25799109	0.499368434
cg20135243	0.14115336
cg16283208	0.233859349
cg26681770	0.816247364
cg09991306	0.753134097
cg25506747	0.36357527
cg15935770	0.546704616
cg20042662	0.717442786
cg23939096	0.606950483
cg23248887	0.173020091
cg23507945	0.663142032
cg01345354	0.893759254
cg07967679	0.299351022
cg17025620	0.327624871
cg04798016	0.504419018
cg17370981	0.521136857
cg18297437	0.316238066
cg09920172	0.28458476
cg15720832	0.520534449
cg13773631	0.389266742
cg00661970	0.399909117
cg18700133	0.47832573
cg17721879	0.63641843
cg12539415	0.716741348
cg10705379	0.330778543
cg10418162	0.374837488
cg10192198	0.523396918
cg01945840	0.845709417
cg19745930	0.386650887
cg12121643	0.170569148
cg16883063	0.860526948
cg05369623	0.588544434
cg16409012	0.337457416
cg10165209	0.573560313
cg05845376	0.780492735
cg25546488	0.496177222
cg25781595	0.415186086
cg25350011	0.341871991
cg08409113	0.40060035
cg27315333	0.271716003
cg15199622	0.627078671
cg22583148	0.495177061
cg01232969	0.243400676
cg12236164	0.300033219
cg12910806	0.654493766
cg26736812	0.213010086
cg08694699	0.471754073
cg24550212	0.508188131
cg03163783	0.627258864
cg03232056	0.330368481
cg04245402	0.364443143
cg08878368	0.622030334
cg13436155	0.446594354
cg14579864	0.304367027
cg25677261	0.61124658
cg13507084	0.358773298
cg01140416	0.397812646
cg19876814	0.313045759
cg03731464	0.343140723
cg00379648	0.153980878
cg26472133	0.067237479
cg00590063	0.497992889
cg26385126	0.720699362
cg15544654	0.14076455
cg24440658	0.533309687
cg16967003	0.295215663
cg15028507	0.756745462
cg08006672	0.745957167
cg18845377	0.082871943
cg22507154	0.558290825
cg16794506	0.13465389
cg02918577	0.246026584
cg23238315	0.378434438
cg21428990	0.539144758
cg11681321	0.504202094
cg22274813	0.30933265
cg03654329	0.545862219
cg08296037	0.485675909
cg04690998	0.576449593
cg17198320	0.661819226
cg09619624	0.422300754
cg03022680	0.499451375
cg24620436	0.875137817
cg21082028	0.289521598
cg22241820	0.503441932
cg25120326	0.598605781
cg21017569	0.624309889
cg05131696	0.436865459
cg25660566	0.204841561
cg10409981	0.656632802
cg19416795	0.570317076
cg04567140	0.716624347
cg04141796	0.402227195
cg05415840	0.542708366
cg15720535	0.542097189
cg20935363	0.303960751
cg26089877	0.669612163
cg23385248	0.387383791
cg11983124	0.639887457
cg08779777	0.697131947
cg13063274	0.608055082
cg10617784	0.318578186
cg15469871	0.468514104
cg25495650	0.69161406
cg07860213	0.126133175
cg04650789	0.299634921
cg03473518	0.401416407
cg15416279	0.237091063
cg07541744	0.785778384
cg14276584	0.477507439
cg05172122	0.613160695
cg24369728	0.472037545
cg25174412	0.243561951
cg21097354	0.643741448
cg00586817	0.600338329
cg19661309	0.718811326
cg00592643	0.40466191
cg10438089	0.324950301
cg00087368	0.465829141
cg16360831	0.612040057
cg17649293	0.362858569
cg06133110	0.320875605
cg10035294	0.13101956
cg04147497	0.631595962
cg17029354	0.37969022
cg24306982	0.360860668
cg15827779	0.217772564
cg10900526	0.61904747
cg25728685	0.153774144
cg11827910	0.397295345
cg25654695	0.465491715
cg18182111	0.398783773
cg05006473	0.810822129
cg21687740	0.484791819
cg21071097	0.271294656
cg14323910	0.264075995
cg18755846	0.281085556
cg15234400	0.486842184
cg19706516	0.194410555
cg02380531	0.121951336
cg01634458	0.215795532
cg00875805	0.151544048
cg04046669	0.416751161
cg10979436	0.212936001
cg04640675	0.088963436
cg09401099	0.077054946
cg01434649	0.32980722
cg08668790	0.165896474
cg22747480	0.878033871
cg08091192	0.349138593
cg04667538	0.672415999
cg22933800	0.409597783
cg09168808	0.607837114
cg14919082	0.40007161
cg14056993	0.706908933
cg15627089	0.343883552
cg13114921	0.531279309
cg21706229	0.58156652
cg24258529	0.73268074
cg10294853	0.685474276
cg10393811	0.391931635
cg21885317	0.872427151
cg13488570	0.038816362
cg09543819	0.459522952
cg05950877	0.128668214
cg13812927	0.365671594
cg00323305	0.112219458
cg16798252	0.474821295
cg20939723	0.151066103
cg06808498	0.378452804
cg16887264	0.050997404
cg06204948	0.501822884
cg25849196	0.358565274
cg26238936	0.518526686
cg24456002	0.459145358
cg10543450	0.496360963
cg14762436	0.487233828
cg25497399	0.233812824
cg13578160	0.555983313
cg25951210	0.563034613
cg13924715	0.516323864
cg04933208	0.044033062
cg05661282	0.084201064
cg11367259	0.489186157
cg09297514	0.182940107
cg12611488	0.695587368
cg04264908	0.033800707
cg15646463	0.591938985
cg03954144	0.572051179
cg14427437	0.142321021
cg10372920	0.354276184
cg12687157	0.433779915
cg14666564	0.262722944
cg27655507	0.560913014
cg20829550	0.574397365
cg04466840	0.284285907
cg09287864	0.486074266
cg07075238	0.370593682
cg24925400	0.350838123
cg23111655	0.590292688
cg20986996	0.504965558
cg26683252	0.567433078
cg07686872	0.325841737
cg22817650	0.85329378
cg10540626	0.416735266
cg02476374	0.581979478
cg05501996	0.417536533
cg03037039	0.5590367
cg26679004	0.347552198
cg03936104	0.540383934
cg24366211	0.188147099
cg05143116	0.105360009
cg14425564	0.57628732
cg06549238	0.524216062
cg12792264	0.487133344
cg03498081	0.238120952
cg25895948	0.146219233
cg22378919	0.527457269
cg09942166	0.788216913
cg07820868	0.163092608
cg07899997	0.41921021
cg07970799	0.642426684
cg15319576	0.266712809
cg16848524	0.303601121
cg23004031	0.423177681
cg15007959	0.180968413
cg20740434	0.099302051
cg09549073	0.343812318
cg10933959	0.52278177
cg23657179	0.802774383
cg15412815	0.688087488
cg08812889	0.41308141
cg15909132	0.51118402
cg07497520	0.582611075
cg13453203	0.446797209
cg16399632	0.611661226
cg19082496	0.465230298
cg00021600	0.762495858
cg16643151	0.252878175
cg16609260	0.175913227
cg17854454	0.231805377
cg15126179	0.339027373
cg07717632	0.199805399
cg13930261	0.263187139
cg15006881	0.450839756
cg14482741	0.132652581
cg13501907	0.533084012
cg06606949	0.427825995
cg21348406	0.671438839
cg01747862	0.510983144
cg11853788	0.49752819
cg21873275	0.756831554
cg12944530	0.085231163
cg02184673	0.286031384
cg22234712	0.333514723
cg21647227	0.215631751
cg11104088	0.401522326
cg27549878	0.399418994
